unit_id,unit_name,property_id,status,bedroom,bathroom,beds,guests,deleted_at,capacity,created_at,updated_at,temp_column,unit_type_id,old_unit_id
UN0047,Batan Sabo - 4,PR0039,2,3,,,,2020-04-22 07:56,,2018-05-20 00:00,2023-04-28 04:26,,61,
UN0048,Batan Sabo - 5,PR0039,2,3,,,,2020-04-22 07:56,,2018-05-20 00:00,2023-04-28 04:26,,61,
UN0049,Batan Sabo - 6,PR0039,2,1,,,,2020-04-22 07:56,,2018-05-20 00:00,2023-04-28 04:26,,62,
UN0050,Ayu Laba - Room Bawah #1,PR0037,2,2,,,,2019-04-02 00:00,,2018-05-14 00:00,2023-04-28 04:26,,63,
UN0051,Ayu Laba - Room Bawah Twin #2,PR0037,2,4,,,,2019-09-01 00:00,,2018-10-02 00:00,2023-04-28 04:26,,64,
UN0052,Ayu Laba - Room Bawah #3,PR0037,2,2,,,,2019-08-30 00:00,,2018-08-28 00:00,2023-04-28 04:26,,63,
UN0053,Ayu Laba - Room Bawah #4,PR0037,2,3,,,,2019-02-26 00:00,,2018-08-29 00:00,2023-04-28 04:26,,65,
UN0054,Ayu Laba - Room Bawah Twin #5,PR0037,2,2,,,,2020-04-22 06:56,,2018-05-11 00:00,2023-04-28 04:26,,63,
UN0055,Ayu Laba - Room Bawah #6,PR0037,2,4,,,,2019-04-01 00:00,,2018-10-19 00:00,2023-04-28 04:26,,64,
UN0056,Ayu Laba - Lumbung Atas #7,PR0037,2,2,,,,2019-09-18 00:00,,2018-05-11 00:00,2023-04-28 04:26,,63,
UN0057,Ayu Laba - Lumbung Atas #8,PR0037,2,4,,,,2019-09-28 00:00,,2018-08-14 00:00,2023-04-28 04:26,,64,
UN0058,Ayu Laba - Lumbung Atas #9,PR0037,2,2,,,,2018-12-30 00:00,,2018-12-25 00:00,2023-04-28 04:26,,63,
UN0059,Ayu Laba - Lumbung Atas #10,PR0037,2,3,,,,2019-10-02 00:00,,2018-09-30 00:00,2023-04-28 04:26,,65,
UN0060,Ayu Laba - Rumah Kayu  Bawah  #11,PR0037,2,2,,,,2020-04-22 06:56,,2018-05-11 00:00,2023-04-28 04:26,,63,
UN0061,Ayu Laba - Rumah Kayu  #12,PR0037,2,4,,,,2020-04-22 06:56,,2018-05-11 00:00,2023-04-28 04:26,,64,
UN0062,Ayu Laba - Room 11 & 12,PR0037,2,2,,,,2019-08-24 00:00,,2018-07-04 00:00,2023-04-28 04:26,,63,
UN0063,2l Redsalt Two Lumbungs,PR0255,2,4,,,,2019-07-19 00:00,,2016-07-24 00:00,2023-04-28 04:26,,66,
UN0064,808 Residence,PR0210,2,3,,,,2019-01-01 00:00,,2016-08-27 00:00,2023-04-28 04:26,,68,
UN0066,Agung Homestay - 1,PR0110,2,4,,,,2017-09-19 00:00,,2017-09-16 00:00,2023-04-28 04:26,,71,
UN0067,Agung Homestay - 2,PR0110,2,2,,,,2018-01-16 00:00,,2017-09-27 00:00,2023-04-28 04:26,,72,
UN0068,Agung Homestay - 3,PR0110,2,3,,,,2018-01-16 00:00,,2017-09-16 00:00,2023-04-28 04:26,,73,
UN0069,Ambalama - GV 1,PR0257,2,3,,,,2019-01-11 00:00,,2017-10-15 00:00,2023-04-28 04:26,,74,
UN0070,Ambalama - GV 2,PR0257,2,2,,,,2019-01-11 00:00,,2017-10-15 00:00,2023-04-28 04:26,,75,
UN0071,Ambalama - GV 3,PR0257,2,1,,,,2019-01-11 00:00,,2017-10-15 00:00,2023-04-28 04:26,,76,
UN0072,Ambalama - GV 4,PR0257,2,2,,,,2019-01-11 00:00,,2017-10-15 00:00,2023-04-28 04:26,,75,
UN0073,Ambalama - LG 7,PR0257,2,4,,,,2019-04-06 00:00,,2017-10-15 00:00,2023-04-28 04:26,,77,
UN0074,Ambalama - MV 5,PR0257,2,2,,,,2019-01-11 00:00,,2017-10-15 00:00,2023-04-28 04:26,,75,
UN0075,Ambalama - MV 6,PR0257,2,1,,,,2019-01-11 00:00,,2017-10-15 00:00,2023-04-28 04:26,,76,
UN0076,Amelle Exc - 1,PR0212,2,1,,,,2016-12-27 00:00,,2016-12-23 00:00,2023-04-28 04:26,,78,
UN0077,Amelle Exc - 2,PR0212,2,1,,,,2017-03-06 00:00,,2016-12-23 00:00,2023-04-28 04:26,,78,
UN0078,Amelle Res - 1,PR0212,2,2,,,,2017-03-06 00:00,,2016-12-23 00:00,2023-04-28 04:26,,79,
UN0079,Amelle Res - 2,PR0212,2,1,,,,2017-03-06 00:00,,2016-12-23 00:00,2023-04-28 04:26,,78,
UN0080,Amelle Res - 3,PR0212,2,4,,,,2017-03-06 00:00,,2016-12-23 00:00,2023-04-28 04:26,,80,
UN0081,Amelle Res - 4,PR0212,2,1,,,,2017-03-06 00:00,,2016-12-23 00:00,2023-04-28 04:26,,78,
UN0082,Amelle Res - 5,PR0212,2,3,,,,2017-03-06 00:00,,2016-12-23 00:00,2023-04-28 04:26,,81,
UN0083,Amelle Res - 6,PR0212,2,1,,,,2017-03-06 00:00,,2016-12-23 00:00,2023-04-28 04:26,,78,
UN0084,Amelle Res - 7,PR0212,2,2,,,,2017-03-06 00:00,,2016-12-23 00:00,2023-04-28 04:26,,79,
UN0085,Amelle Suite - 1,PR0212,2,1,,,,2017-03-06 00:00,,2016-12-23 00:00,2023-04-28 04:26,,78,
UN0086,Amelle Suite - 2,PR0212,2,2,,,,2017-03-06 00:00,,2016-12-23 00:00,2023-04-28 04:26,,79,
UN0087,Amelle Suite - 3,PR0212,2,1,,,,2017-03-06 00:00,,2016-12-23 00:00,2023-04-28 04:26,,78,
UN0088,Amelle Suite - 4,PR0212,2,2,,,,2017-03-06 00:00,,2016-12-23 00:00,2023-04-28 04:26,,79,
UN0089,Amelle Suite - 5,PR0212,2,1,,,,2017-03-06 00:00,,2016-12-23 00:00,2023-04-28 04:26,,78,
UN0090,Amelle Villa 1 BR - 1,PR0212,2,1,,,,2017-03-06 00:00,,2017-01-31 00:00,2023-04-28 04:26,,78,
UN0091,Amelle Villa 1 BR - 2,PR0212,2,2,,,,2017-03-06 00:00,,2016-12-23 00:00,2023-04-28 04:26,,79,
UN0092,Amelle Villa 2 BR - 1,PR0212,2,4,,,,2017-03-06 00:00,,2016-12-23 00:00,2023-04-28 04:26,,80,
UN0093,Amelle Villa 2 BR - 2,PR0212,2,4,,,,2017-03-06 00:00,,2016-12-23 00:00,2023-04-28 04:26,,80,
UN0094,Amelle Villa 2 BR - 3,PR0212,2,1,,,,2017-03-06 00:00,,2016-12-23 00:00,2023-04-28 04:26,,78,
UN0095,Amelle Villa 2 BR - 4,PR0212,2,1,,,,2017-03-06 00:00,,2016-12-23 00:00,2023-04-28 04:26,,78,
UN0096,Arca Apartment,PR0162,1,2,,,,2023-08-18 06:30,,2018-07-05 07:49,2023-08-18 06:30,,82,
UN0097,Arca Bungalow - Standard,PR0162,1,4,,,,2023-08-18 06:30,,2018-07-05 07:49,2023-08-18 06:30,,83,
UN0098,Arca Bungalow - Suite,PR0162,1,1,,,,2023-08-18 06:30,,2018-07-05 07:49,2023-08-18 06:30,,84,
UN0100,Armaya Homestay - 1,PR0259,2,2,,,,2018-04-28 00:00,,2017-12-24 00:00,2023-04-28 04:26,,85,
UN0101,Armaya Homestay - 2,PR0259,2,1,,,,2018-04-28 00:00,,2017-12-24 00:00,2023-04-28 04:26,,86,
UN0102,Armaya Homestay - 3,PR0259,2,3,,,,2018-04-28 00:00,,2017-12-24 00:00,2023-04-28 04:26,,87,
UN0103,Asri Guest House - 1,PR0214,2,3,,,,2018-04-08 00:00,,2017-06-09 00:00,2023-04-28 04:26,,88,
UN0104,Asri Guest House - 2,PR0214,2,3,,,,2017-11-18 00:00,,2017-11-16 00:00,2023-04-28 04:26,,88,
UN0105,Asri Guest House - 3,PR0214,2,1,,,,2022-03-28 03:29,,2017-06-09 00:00,2023-04-28 04:26,,89,
UN0106,Asri Guest House - 4,PR0214,2,2,,,,2022-03-28 03:29,,2017-06-09 00:00,2023-04-28 04:26,,90,
UN0107,Asri Guest House - 5,PR0214,2,1,,,,2022-03-28 03:29,,2017-06-09 00:00,2023-04-28 04:26,,89,
UN0108,Asri Guest House - 6,PR0214,2,4,,,,2022-03-28 03:29,,2017-06-09 00:00,2023-04-28 04:26,,91,
UN0109,Asri Guest House - 7,PR0214,2,3,,,,2023-04-20 00:00,,2022-11-20 00:00,2023-04-28 04:26,,88,
UN0110,Avisara,PR0164,2,3,,,,2022-02-09 08:38,,,2023-04-28 04:26,,92,
UN0111,Bagong Guesthouse,PR0114,2,3,,,,2018-05-14 00:00,,2017-07-25 00:00,2023-04-28 04:26,,93,
UN0112,Bagong Guesthouse - 1,PR0114,2,4,,,,2019-01-01 00:00,,2017-07-24 00:00,2023-04-28 04:26,,94,
UN0113,Bagong Guesthouse - 2,PR0114,2,1,,,,2019-01-01 00:00,,2017-07-24 00:00,2023-04-28 04:26,,95,
UN0114,Bagong Guesthouse - 2BR,PR0114,2,3,,,,2018-07-29 00:00,,2017-07-24 00:00,2023-04-28 04:26,,93,
UN0115,Bagong Guesthouse - 3,PR0114,2,4,,,,2018-06-24 00:00,,2017-09-04 00:00,2023-04-28 04:26,,94,
UN0116,Bagong Guesthouse - 4,PR0114,2,2,,,,2018-07-31 00:00,,2018-04-18 00:00,2023-04-28 04:26,,96,
UN0117,Bagong Guesthouse - 5,PR0114,2,2,,,,2019-01-01 00:00,,2017-09-06 00:00,2023-04-28 04:26,,96,
UN0118,Bagong Guesthouse - 6,PR0114,2,4,,,,2019-01-01 00:00,,2017-07-24 00:00,2023-04-28 04:26,,94,
UN0119,Bagong Guesthouse - 6BR,PR0114,2,2,,,,2017-07-26 00:00,,2017-07-25 00:00,2023-04-28 04:26,,96,
UN0120,Balangan Cottages - Bungalow 1,PR0261,2,3,,,,2019-12-28 00:00,,2016-05-18 00:00,2023-04-28 04:26,,97,
UN0121,Balangan Cottages - Bungalow 2,PR0261,2,1,,,,2019-08-17 00:00,,2016-08-05 00:00,2023-04-28 04:26,,98,
UN0122,Balangan Sleep Well,PR0216,2,4,,,,2018-05-11 00:00,,2017-09-28 00:00,2023-04-28 04:26,,99,
UN0123,Bali Bohemia,PR0166,2,3,,,,2018-06-13 00:00,,2018-05-10 00:00,2023-04-28 04:26,,100,
UN0124,Bali Bohemia - Loft 1,PR0166,2,2,,,,2018-06-13 00:00,,2018-05-10 00:00,2023-04-28 04:26,,101,
UN0125,Bali Mynah - Double 1,PR0116,2,4,,,,2019-08-30 00:00,,2015-12-21 00:00,2023-04-28 04:26,,102,
UN0126,Bali Mynah - Double 2,PR0116,2,2,,,,2019-08-30 00:00,,2018-05-03 00:00,2023-04-28 04:26,,103,
UN0127,Bali Mynah - Double 3,PR0116,2,1,,,,2018-07-16 00:00,,2017-12-26 00:00,2023-04-28 04:26,,104,
UN0128,Bali Mynah - Twin 1,PR0116,2,3,,,,2018-12-28 00:00,,2017-11-02 00:00,2023-04-28 04:26,,105,
UN0129,Bali Mynah - Twin 2,PR0116,2,3,,,,2019-08-09 00:00,,2018-09-24 00:00,2023-04-28 04:26,,105,
UN0130,Bali Mynah - Twin 3,PR0116,2,1,,,,2019-08-30 00:00,,2015-12-21 00:00,2023-04-28 04:26,,104,
UN0131,Bali Mynah New Villa - 1,PR0116,2,1,,,,2019-01-01 00:00,,2017-12-28 00:00,2023-04-28 04:26,,104,
UN0132,Bali Mynah New Villa - 2,PR0116,2,3,,,,2019-08-30 00:00,,2015-12-21 00:00,2023-04-28 04:26,,105,
UN0133,Bali Mynah Old Villa - 1,PR0116,2,1,,,,2018-12-11 00:00,,2015-12-21 00:00,2023-04-28 04:26,,104,
UN0134,Bali Mynah Old Villa - 2,PR0116,2,1,,,,2019-08-30 00:00,,2015-12-21 00:00,2023-04-28 04:26,,104,
UN0135,Bali Mynah New Villa - 1 3rd listing,PR0116,2,1,,,,2019-08-30 00:00,,2015-12-21 00:00,2023-04-28 04:26,,104,
UN0136,Bangka Suites #24 - VIP,PR0263,2,4,,,,2018-05-29 00:00,,2018-05-27 00:00,2023-04-28 04:26,,106,
UN0137,Bangka Suites #5 - Std,PR0263,2,3,,,,2018-05-29 00:00,,2018-05-27 00:00,2023-04-28 04:26,,107,
UN0138,Bangka Suites #6 - Std Plus,PR0263,2,3,,,,2018-05-29 00:00,,2018-05-27 00:00,2023-04-28 04:26,,107,
UN0139,Basura,PR0218,2,2,,,,2022-02-09 08:38,,,2023-04-28 04:26,,108,
UN0140,Batu Jaran Hill - 01 (Kitchen),PR0168,2,1,0,0,0,2022-08-27 00:00,,2014-12-31 00:00,2023-04-28 04:26,,109,
UN0141,Batu Jaran Hill - 02,PR0168,2,1,1,1,3,2022-10-12 00:00,3,2014-09-16 00:00,2023-04-28 04:26,,110,
UN0142,Batu Jaran Hill - 03,PR0168,2,1,1,1,2,2022-08-06 00:00,2,2015-10-12 00:00,2023-04-28 04:26,,111,
UN0143,Batu Jaran Hill - 04,PR0168,2,1,1,1,2,2022-10-11 00:00,2,2015-08-09 00:00,2023-04-28 04:26,,111,
UN0144,Batu Jaran Hill - 05 (Kitchen),PR0168,2,1,1,1,2,2022-08-27 00:00,2,2016-10-03 00:00,2023-04-28 04:26,,111,
UN0145,Batu Jaran Hill - 06,PR0168,2,1,1,1,2,2022-05-20 00:00,2,2016-03-22 00:00,2023-04-28 04:26,,111,
UN0146,Batu Jaran Hill - 07,PR0168,2,1,1,1,2,2022-07-12 00:00,2,2015-12-08 00:00,2023-04-28 04:26,,111,
UN0147,Batu Jaran Hill - 08,PR0168,2,1,1,1,2,2022-08-27 00:00,2,2014-09-16 00:00,2023-04-28 04:26,,111,
UN0148,Batu Jaran Hill - 09,PR0168,2,1,1,1,2,2022-08-27 00:00,2,2017-05-28 00:00,2023-04-28 04:26,,111,
UN0149,Batu Jaran Hill - 10,PR0168,2,1,,,,2022-10-12 00:00,,2014-09-16 00:00,2023-04-28 04:26,,112,
UN0150,Beverly Dago Apartment - Ita,PR0118,2,3,,,,2022-02-09 08:37,,,2023-04-28 04:26,,113,
UN0151,Bingin Garden,PR0306,2,1,,,,2016-09-10 00:00,,2016-07-12 00:00,2023-04-28 04:26,,114,
UN0152,Bingin Jepun,PR0220,2,1,,,,2022-07-04 05:56,,2016-05-09 00:00,2023-04-28 04:26,,115,
UN0153,1,PR0170,2,1,1,1,2,2023-03-22 09:49,2,2016-01-12 00:00,2023-04-28 04:26,,117,
UN0154,2,PR0170,2,1,1,1,2,2023-03-22 09:50,2,2016-01-11 00:00,2023-04-28 04:26,,117,
UN0155,3,PR0170,2,1,1,1,2,2023-03-22 09:54,2,2016-04-11 00:00,2023-04-28 04:26,,117,
UN0156,4,PR0170,2,1,1,1,2,2023-03-22 09:54,2,2015-08-11 00:00,2023-04-28 04:26,,117,
UN0157,Bingin Surf Left - 05,PR0170,2,1,1,1,2,2023-03-22 09:54,2,2017-06-30 00:00,2023-04-28 04:26,,117,
UN0158,Bingin Surf Left - 06,PR0170,2,1,1,1,3,2023-03-22 09:54,3,2015-09-24 00:00,2023-04-28 04:26,,118,
UN0159,Bingin Surf Left - 07,PR0170,2,1,1,1,2,2023-03-22 09:55,2,2016-05-14 00:00,2023-04-28 04:26,,117,
UN0160,Bingin Surf Left - 08,PR0170,2,1,1,1,2,2023-03-22 09:55,2,2018-02-27 00:00,2023-04-28 04:26,,117,
UN0161,9,PR0170,2,1,1,1,2,2023-03-22 09:55,2,2015-10-15 00:00,2023-04-28 04:26,,117,
UN0162,10,PR0170,2,1,1,1,2,2023-03-22 09:55,2,2015-10-15 00:00,2023-04-28 04:26,,117,
UN0165,Standard 1,PR0120,1,1,2,1,2,,2,2018-04-30 00:00,2023-04-28 04:26,,119,
UN0166,BiuBiu Kumala - Villa SO1,PR0267,2,1,,,,2018-04-01 00:00,,2016-03-31 00:00,2023-04-28 04:26,,123,
UN0167,Blue Garden - 1 (twin),PR0222,2,4,,,,2017-12-04 00:00,,2017-12-03 00:00,2023-04-28 04:26,,124,
UN0168,Blue Garden - 2 (Double),PR0222,2,1,,,,2017-12-04 00:00,,2017-12-03 00:00,2023-04-28 04:26,,125,
UN0169,Blue Garden - 3 - (Double),PR0222,2,4,,,,2017-12-04 00:00,,2017-12-03 00:00,2023-04-28 04:26,,124,
UN0170,Blue Garden - 4 - (Double),PR0222,2,3,,,,2017-12-04 00:00,,2017-12-03 00:00,2023-04-28 04:26,,126,
UN0171,Blue Garden - 5 - (Double),PR0222,2,2,,,,2017-12-04 00:00,,2017-12-03 00:00,2023-04-28 04:26,,127,
UN0172,Blue Garden - 6 - (Double),PR0222,2,3,,,,2017-12-04 00:00,,2017-12-03 00:00,2023-04-28 04:26,,126,
UN0173,Bobby's Guesthouse - 1 (Temples),PR0172,2,1,1,1,2,2022-11-17 04:24,2,2017-10-16 00:00,2023-04-28 04:26,,128,
UN0174,Bobby's Guesthouse - 2 (Secrets),PR0172,2,1,1,1,2,2022-11-17 04:24,2,2017-09-22 00:00,2023-04-28 04:26,,128,
UN0175,Bobby's Guesthouse - 3 twin (The Bombie),PR0172,2,1,1,1,2,2022-11-17 04:24,2,2017-10-16 00:00,2023-04-28 04:26,,128,
UN0176,Bobby's Guesthouse - 4 twin (The Peak),PR0172,2,1,1,1,2,2022-11-17 04:24,2,2017-10-16 00:00,2023-04-28 04:26,,128,
UN0177,Bobby's Guesthouse - 5 Family (Race Tracks),PR0172,2,1,1,1,4,2022-11-17 04:24,4,2017-09-03 00:00,2023-04-28 04:26,,129,
UN0180,Brad's Villa,PR0122,2,4,,,,2018-01-03 00:00,,2017-12-27 00:00,2023-04-28 04:26,,130,
UN0182,Buana - 101,PR0269,2,2,,,,2018-08-25 00:00,,2016-12-12 00:00,2023-04-28 04:26,,131,
UN0183,Buana - 102,PR0269,2,3,,,,2018-06-02 00:00,,2016-12-28 00:00,2023-04-28 04:26,,132,
UN0184,Buana - 103,PR0269,2,1,,,,2018-08-25 00:00,,2016-12-12 00:00,2023-04-28 04:26,,133,
UN0185,Buana - 104,PR0269,2,3,,,,2017-01-06 00:00,,2017-01-04 00:00,2023-04-28 04:26,,132,
UN0186,Buana - 105 (twin),PR0269,2,2,,,,2018-08-25 00:00,,2016-12-12 00:00,2023-04-28 04:26,,131,
UN0187,Buana - 106,PR0269,2,1,,,,2018-08-25 00:00,,2016-12-12 00:00,2023-04-28 04:26,,133,
UN0188,Buana - 107,PR0269,2,2,,,,2018-08-25 00:00,,2016-12-12 00:00,2023-04-28 04:26,,131,
UN0189,Buana - 201,PR0269,2,1,,,,2018-08-25 00:00,,2016-12-12 00:00,2023-04-28 04:26,,133,
UN0190,Buana - 202,PR0269,2,2,,,,2018-08-25 00:00,,2016-12-12 00:00,2023-04-28 04:26,,131,
UN0191,Buana - 203,PR0269,2,2,,,,2017-02-10 00:00,,2017-01-03 00:00,2023-04-28 04:26,,131,
UN0192,Buana - 204,PR0269,2,4,,,,2017-06-02 00:00,,2016-12-15 00:00,2023-04-28 04:26,,134,
UN0193,Buana - 205,PR0269,2,2,,,,2018-08-25 00:00,,2016-12-12 00:00,2023-04-28 04:26,,131,
UN0194,Buana - 206,PR0269,2,4,,,,2018-08-23 00:00,,2016-12-15 00:00,2023-04-28 04:26,,134,
UN0195,Buana - 207,PR0269,2,4,,,,2018-08-25 00:00,,2017-01-18 00:00,2023-04-28 04:26,,134,
UN0196,Buana - 208,PR0269,2,1,,,,2018-08-25 00:00,,2016-12-12 00:00,2023-04-28 04:26,,133,
UN0197,Canggu Beach Apartment,PR0315,2,3,,,,2018-08-20 00:00,,2017-05-10 00:00,2023-04-28 04:26,,135,
UN0198,Canggu Suite - 1,PR0224,2,1,,,,2022-02-09 08:38,,,2023-04-28 04:26,,136,
UN0199,Canggu Suite - 10,PR0224,2,2,,,,2022-02-09 08:38,,,2023-04-28 04:26,,137,
UN0200,Canggu Suite - 11,PR0224,2,4,,,,2022-02-09 08:38,,,2023-04-28 04:26,,138,
UN0201,Canggu Suite - 12,PR0224,2,2,,,,2022-02-09 08:38,,,2023-04-28 04:26,,137,
UN0202,Canggu Suite - 2,PR0224,2,4,,,,2022-02-09 08:38,,,2023-04-28 04:26,,138,
UN0203,Canggu Suite - 3,PR0224,2,4,,,,2022-02-09 08:38,,,2023-04-28 04:26,,138,
UN0204,Canggu Suite - 4,PR0224,2,3,,,,2022-02-09 08:38,,,2023-04-28 04:26,,139,
UN0205,Canggu Suite - 5,PR0224,2,3,,,,2022-02-09 08:38,,,2023-04-28 04:26,,139,
UN0206,Canggu Suite - 6,PR0224,2,1,,,,2022-02-09 08:38,,,2023-04-28 04:26,,136,
UN0207,Canggu Suite - 7,PR0224,2,3,,,,2022-02-09 08:38,,,2023-04-28 04:26,,139,
UN0208,Canggu Suite - 8,PR0224,2,3,,,,2022-02-09 08:38,,,2023-04-28 04:26,,139,
UN0209,Canggu Suite - 9,PR0224,2,1,,,,2022-02-09 08:38,,,2023-04-28 04:26,,136,
UN0210,Casa Grande Residence - 1BR - 0701,PR0174,2,4,,,,2018-06-17 00:00,,2018-01-26 00:00,2023-04-28 04:26,,140,
